product_name,brand,category,review_text,rating,sentiment,skin_type,review_date,price_range,verified_purchase
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Oily,19-04-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Combination,25-06-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Sensitive,11-01-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,2,Negative,Combination,24-01-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Sensitive,26-04-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Normal,20-05-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Oily,26-03-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,13-04-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Sensitive,25-10-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,03-07-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,4,Positive,Sensitive,20-06-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Sensitive,13-12-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Dry,13-12-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Dry,08-05-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Normal,07-10-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Sensitive,12-05-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Oily,14-09-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Oily,12-04-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Dry,27-01-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Normal,09-04-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",4,Positive,Dry,28-10-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Normal,18-12-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Sensitive,06-04-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Oily,03-02-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Sensitive,18-03-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Oily,06-08-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Sensitive,03-05-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Combination,22-05-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,04-03-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,2,Negative,Combination,24-12-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Sensitive,20-12-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,1,Negative,Dry,11-09-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,1,Negative,Oily,08-06-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Oily,06-07-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Normal,12-06-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Normal,23-01-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Combination,10-08-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,2,Negative,Combination,24-05-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Decent product for the price,3,Neutral,Combination,23-03-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Dry,22-10-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Sensitive,03-04-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,5,Positive,Oily,30-08-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Normal,02-05-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Combination,01-06-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not bad but takes time to show effect,3,Neutral,Dry,01-03-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Sensitive,19-11-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Normal,27-05-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Normal,23-05-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Dry,09-01-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Combination,14-05-2024,High,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,1,Negative,Dry,16-05-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,Not worth the money,2,Negative,Combination,05-12-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Dry,16-07-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Sensitive,28-07-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Dry,07-10-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Normal,30-06-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Oily,18-11-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Oily,11-02-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",5,Positive,Normal,04-05-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,2,Negative,Normal,06-05-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Dry,10-03-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Dry,09-10-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Oily,18-05-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Sensitive,02-05-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not bad but takes time to show effect,3,Neutral,Sensitive,03-01-2024,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Oily,11-05-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Sensitive,13-11-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Sensitive,02-02-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Oily,22-04-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Sensitive,09-10-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Oily,22-04-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Sensitive,16-06-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Oily,27-12-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Sensitive,13-12-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Dry,04-01-2022,High,No
Aloe Vera Gel,NatureCare,Gel,"Average results, expected more",3,Neutral,Normal,26-03-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Dry,17-05-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Dry,24-09-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,28-03-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Sensitive,04-05-2024,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Normal,04-10-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Combination,20-12-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Sensitive,07-09-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Dry,04-08-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Sensitive,27-04-2024,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Dry,01-06-2024,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Dry,18-03-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Dry,05-03-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,Very disappointing product,1,Negative,Combination,26-09-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Combination,20-08-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Dry,11-06-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Sensitive,24-01-2024,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Oily,23-02-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Normal,18-11-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Normal,26-01-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Normal,12-02-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Sensitive,14-12-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Normal,20-03-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Oily,11-05-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Combination,16-06-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Combination,23-03-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Normal,23-05-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Oily,24-08-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Dry,24-12-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Oily,29-03-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Sensitive,26-04-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Dry,08-06-2024,Low,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Combination,31-07-2023,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,5,Positive,Normal,04-07-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Oily,03-12-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Combination,28-08-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Oily,17-04-2023,High,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Oily,04-12-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Normal,13-05-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Oily,01-02-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Oily,13-02-2023,Low,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Oily,22-01-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Combination,25-10-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Sensitive,24-01-2024,Low,No
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Oily,02-05-2024,High,No
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Sensitive,02-02-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Sensitive,03-04-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Sensitive,08-10-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Combination,20-04-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Normal,27-03-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Sensitive,04-11-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Normal,14-03-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Oily,16-02-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Oily,21-04-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Oily,27-02-2024,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Dry,13-05-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Combination,18-11-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Combination,11-06-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Normal,23-09-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,1,Negative,Oily,09-02-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Sensitive,10-12-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Normal,12-04-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Dry,19-05-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Dry,29-05-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Dry,23-03-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Dry,01-05-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Dry,27-01-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Sensitive,23-08-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Sensitive,22-02-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Sensitive,18-05-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",5,Positive,Combination,07-02-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Normal,13-01-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Oily,09-03-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Sensitive,30-04-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Sensitive,16-12-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Dry,26-04-2023,High,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Dry,25-08-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Combination,11-01-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Dry,29-09-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Dry,27-06-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Oily,23-03-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Dry,25-07-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,"Average results, expected more",3,Neutral,Combination,25-11-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,1,Negative,Oily,12-12-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Oily,30-07-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,27-02-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Did not suit my skin,2,Negative,Normal,11-09-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Oily,19-04-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Oily,21-06-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Combination,27-12-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Dry,25-10-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,1,Negative,Dry,26-03-2023,High,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Combination,21-10-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Average results, expected more",3,Neutral,Sensitive,05-01-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Dry,22-05-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Normal,24-03-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Oily,05-01-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Sensitive,01-03-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Oily,08-11-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Combination,06-03-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,09-01-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,2,Negative,Sensitive,02-04-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",5,Positive,Sensitive,16-12-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Oily,07-02-2022,High,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Normal,18-10-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,5,Positive,Combination,18-06-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Normal,30-08-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Normal,24-04-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Combination,07-05-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Normal,25-01-2024,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Normal,03-08-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Normal,20-11-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Oily,02-12-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Dry,30-12-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Oily,12-03-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Oily,14-01-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Sensitive,11-06-2024,Low,No
